,page,country,rev_id,predictions
528,Nai Htaw Sorn,Myanmar,699105927,Start
529,Sein Myint,Myanmar,699105952,Stub
530,Khin Maung Thein,Myanmar,699105999,Stub
531,Kyaw Swa Khaing,Myanmar,699106128,Stub
532,Khin San Hlaing,Myanmar,699106152,Stub
533,Tin Hlaing,Myanmar,699106649,Stub
534,Thein Swe,Myanmar,699106665,Stub
535,Mohammad Temim,Morocco,699136209,Stub
536,Teodor Szybiłło,Poland,699143672,Stub
537,Prapat Panyachatraksa,Thailand,699197059,Stub
538,Suwat Liptapanlop,Thailand,699197123,C
539,Sutham Sangprathum,Thailand,699197323,Stub
540,Virachai Virameteekul,Thailand,699197850,Start
541,Theera Wongsamut,Thailand,699198463,Start
542,Kraisak Choonhavan,Thailand,699198744,Start
543,Chob Yodkaew,Thailand,699199094,Stub
544,Mönkhchuluuny Zorigt,Mongolia,699217035,Stub
545,Nyamjavyn Batbayar,Mongolia,699217197,Stub
546,Fritz Hofmann (politician),Switzerland,699244801,Stub
547,Mohammad Amjad,Pakistan,699260156,NotFound
548,Andriy Veselovsky,Ukraine,699336500,Start
549,Ivan Maistrenko,Ukraine,699336835,Stub
550,Yury Lutovinov,Russia,699336991,Start
551,Ihor Kharchenko,Ukraine,699337057,Start
552,Mykola Hrabar,Ukraine,699337076,Stub
553,Emil Byk,Austria,699337845,Stub
554,Ihor Dushyn,Ukraine,699338274,Stub
555,Victor Său,Moldova,699338569,Stub
556,Vasiliy Pokotilo,Russia,699339086,Stub
557,Iuliana Gorea-Costin,Moldova,699339429,Start
558,Alexandru Codreanu,Moldova,699339451,Stub
559,Paweł Adamowicz,Poland,699339741,Stub
560,Ioan Străjescu,Romania,699339799,Stub
561,Alexandru Cantacuzino,Romania,699339851,Stub
562,Eugen Bejinariu,Romania,699340034,Stub
563,Juliusz Leo,Poland,699340111,Stub
564,Leo Goldhammer,Israel,699340192,Start
565,Ivan Tkachenko (politician),Moldova,699340750,Stub
566,Yevsey Gindes,Azerbaijan,699340982,Start
567,Pavel Parasca,Moldova,699341069,Start
568,Albin Dunajewski,Poland,699341077,Stub
569,Sospeter Machage,Kenya,699341277,Start
570,Franciszek Bajorek,Poland,699359388,Start
571,Mohamed Charfi,Tunisia,699363937,Stub
572,Don Ferguson (South Australian politician),Australia,699385095,Stub
573,Keith Plunkett,Australia,699387282,Stub
574,Kym Mayes,Australia,699387500,Stub
575,Max Brown (politician),Australia,699387764,Stub
576,Wyllys–Haynes family,United States,699520934,Start
577,Viktor Anpilov,Russia,699565471,Stub
578,Derek Nally,Ireland,699589239,Stub
579,Fiqirete Shehu,Albania,699674395,Stub
580,Fan Chuo (Tang dynasty),China,699691415,Start
581,Óscar Moncada,Nicaragua,699692070,Stub
582,José Abel,East Timorese,699698855,Stub
583,Yahya Al-Mutawakel,Yemen,699698896,Stub
584,Óscar González (politician),Mexico,699700649,Stub
585,Rosebud Kurwijila,Tanzania,699701755,Stub
586,Constantin Angelescu,Romania,699739069,Stub
587,Ivan Marazov,Bulgaria,699876153,Stub
588,William Henry Dillon Bell,New Zealand,699931269,Stub
589,Ibrahim Ismail (politician),Maldives,699979806,C
590,Choudry Mohammad Sadiq,Pakistan,700002117,Stub
591,William Lundström,Finland,700027061,Stub
592,Ivon Wardle,Australia,700061282,Stub
593,Alexandre-François Vivien,France,700172278,C
594,Andrea Törnestam,Sweden,700180948,Stub
595,Natisio Loluke,South Sudan,700307974,Stub
596,Teker Riek Dong,South Sudan,700312550,Stub
597,Sydney Innes-Noad,Australia,700355020,Stub
598,Joseph Beeston,Australia,700355034,Stub
599,John Hall (New South Wales politician),Australia,700355073,Stub
600,Tórbjørn Poulsen,Faroese,700400143,Stub
601,Jacek Majchrowski,Poland,700445444,Start
602,Antão Martins Homem,Portugal,700458967,Start
603,Charles Chaumet,France,700474660,Stub
604,Albert Roussin,France,700475564,Stub
605,Léon Martin Fourichon,France,700476319,Stub
606,Louis Raymond de Montaignac de Chauvance,France,700476353,Stub
607,Fritz Heckert,Germany,700669417,Stub
608,Grand Empress Dowager Shangguan,China,700670718,C
609,Zaharije Trnavčević,Serbia,700719585,Stub
610,Mohamed Kamel Leilah,Egypt,700864508,Stub
611,Aleksandr Zolotarev,Ukraine,700932354,Start
612,Timothy Ting,Taiwan,701014752,Start
613,Moinuddin Ahmed Chowdhury,Bangladesh,701047665,C
614,Dewan Farid Gazi,Bangladesh,701048027,Stub
615,Tawfik Tirawi,Palestinian Territory,701106976,Start
616,Léon de la Fontaine,Luxembourg,701219833,Start
617,Mārtiņš Antons,Latvia,701394744,Stub
618,Aigars Prūsis,Latvia,701395219,Stub
619,Kumar Lingden,Nepal,701431224,Stub
620,Samuel R. Spencer,United States,701437626,Stub
621,Winston Jessurun,Suriname,701452937,Start
622,Nikolay Goloded,Belarus,701588716,Stub
623,Alfred Edwin Winter,Australia,701742218,Stub
624,Minkailu Bah,Sierra Leone,701745522,Stub
625,Demmus Hentze,Faroese,701771698,Start
626,Raimundo Colombo,Brazil,701832149,Stub
627,Khaled Dawoud,Egypt,701871912,Stub
628,Edgar V. Saks,Estonia,701896358,Start
629,Samuel Yaw Adusei,Ghana,701904302,Stub
630,List of Nigerien politicians,Niger,701961167,Stub
631,Zhao Xinchu,China,701998658,Stub
632,Manuel Pérez (President of Nicaragua),Nicaragua,702098995,Stub
633,Tomas Bertelman,Sweden,702258783,Stub
634,U Thaung (politician),Myanmar,702355716,Stub
635,Chan Nyein,Myanmar,702357552,Stub
636,Barry Diawadou,Guinea,702484294,Stub
637,Antonio Mucci,Argentina,702509338,Stub
638,Bengt Jönsson (Oxenstierna),Sweden,702687818,Stub
639,Jacob Magnus Sprengtporten,Finland,702707688,Start
640,Johan Oxenstierna,Sweden,702712670,Start
641,Hikmat Mizban Ibrahim al-Azzawi,Iraq,702727008,Start
642,Axel Lille,Finland,702729826,Stub
643,Nils Jönsson (Oxenstierna),Sweden,702740797,Start
644,Mikhail Aleksandrovich Stakhovich,Russia,702832114,Stub
645,Bo Holmberg,Sweden,702875035,Stub
646,Lauri Kaijalainen,Finland,702893111,Stub
647,Hubert Gorbach,Austria,702930848,Stub
648,Sergei Ivanovich Tiulpanov,Russia,702949370,Start
649,Veit Ludwig von Seckendorff,Germany,702964122,Start
650,Giovanni Lonfernini,San Marino,702969677,Stub
651,Mats Svegfors,Sweden,702972334,Stub
652,Lamine Sidimé,Guinea,702973103,Stub
653,Daniel Williams (governor-general),Grenada,702974211,Start
654,Nemesi Marqués Oste,Spain,702974510,Stub
655,Guillermo Lora,Bolivia,703029024,Stub
656,Young Vivian,Niuean,703037968,Start
657,Ahmed al-Barak,Iraq,703053769,Stub
658,Wael Abdul Latif,Iraq,703053876,Stub
659,Dara Nur al-Din,Iraq,703053905,Stub
660,Mufid Mohammad Jawad al-Jazairi,Iraq,703054379,Stub
661,Nuri Badran,Iraq,703054420,Stub
662,Abdel Amir Abbud Rahima,Iraq,703054447,Stub
663,Ali Faik al-Ghadban,Iraq,703054465,Stub
664,Khodayyir Abbas,Iraq,703054481,Stub
665,Hashim Abderrahman al-Shibli,Iraq,703054542,Start
666,Rashad Mandan Omar,Iraq,703054561,Stub
667,Sami Azara al-Majun,Iraq,703054581,Stub
668,Kamel al-Kilani,Iraq,703054633,Stub
669,Mohammad Jassem Khodayyir,Iraq,703054668,Stub
670,Carlos Durán Cartín,Costa Rica,703055426,Stub
671,Aniceto Esquivel Sáenz,Costa Rica,703055552,Stub
672,Tommy Funebo,Sweden,703060685,Stub
673,Garrett D. Kinney,United States,703098503,Stub
674,Manuel Isidoro Belzu,Bolivia,703105765,C
675,Noel Ahipeaud,Ivorian,703133769,Stub
676,Juan José de Amézaga,Uruguay,703183568,Start
677,Francisco Javier Zaldúa,Colombia,703187650,C
678,John Willard (Australian politician),United Kingdom,703207074,Stub
679,Claude Lise,Martinique,703216645,Stub
680,"Charles Louis Bernard de Cléron, comte d'Haussonville",France,703222512,Stub
681,Philippe Massoni,France,703224305,Stub
682,David John Rankin,Canada,703226576,Stub
683,Aleksander Arendt,Poland,703296748,Stub
684,Bernard Szczęsny,Poland,703296780,Stub
685,Szczepan Lewna,Poland,703296853,Stub
686,Miguel Cárdenas,Mexico,703325745,Stub
687,Mohamed Lemine Ch'bih Ould Cheikh Melainine,Mauritania,703331074,C
688,Gun Carlson,Finland,703366953,Stub
689,Roger Jansson,Finland,703366980,Stub
690,Muhammad Said al-Attar,Yemen,703380433,Stub
691,Hassan Muhammad Makki,Yemen,703384635,Stub
692,Kadhi Abdullah al-Hagri,Yemen,703384656,Stub
693,Alan Huckle,United Kingdom,703385617,Stub
694,Sergei Zubatov,Russia,703386200,Start
695,Olof Erland,Finland,703392035,Stub
696,Sune Eriksson,Finland,703392121,Stub
697,Fredrik Gyllenborg,Sweden,703401191,Stub
698,Bruno Erhard Abegg,Germany,703401364,Stub
699,Daniel Constantin (administrator),France,703403120,Stub
700,Gert Rudolph,South Africa,703405191,Start
701,Anton von Winzor,Austria,703406889,Stub
702,Francisco Lopes,Portugal,703412803,Stub
703,Alberto Oreamuno Flores,Costa Rica,703416870,Stub
704,Zhang Anshi,China,703422434,Stub
705,Jacques Claude Beugnot,France,703423083,Start
706,Simon Jenko,Carniolan,703436823,Start
707,Nzo Ekangaki,Cameroon,703442039,Start
708,Theodor Ab Yberg,Switzerland,703463813,Start
709,Park In-won,South Korean,703478926,Stub
710,Manuel Montt,Chile,703494680,Start
711,José Antonio Mora,Uruguay,703495399,Stub
712,Faizanullah Faizan,Afghanistan,703507854,Stub
713,Francisco Romão,Angola,703532164,Stub
714,Ohannes Tchekidjian,Armenia,703540064,Start
715,Lagitupu Tuilimu,Tuvalu,703546632,Start
716,Hans von Dellingshausen,Sweden,703547153,Stub
717,Cyryl Ratajski,Poland,703550487,Stub
718,Dragan Mikerević,Bosnia-Herzegovina,703551448,Stub
719,Émile Deschanel,France,703555897,Stub
720,Ragnar Arnalds,Iceland,703558722,Stub
721,Sigurður Kári Kristjánsson,Iceland,703558902,Stub
722,Guðjón Arnar Kristjánsson,Iceland,703559376,Stub
723,Magnús Þór Hafsteinsson,Iceland,703559571,Stub
724,Lars Herman Gyllenhaal,Sweden,703560413,Stub
725,Gregory Fortuin,New Zealand,703569338,Stub
726,Rogatien Biaou,Benin,703580130,Stub
727,Charles Saunders (administrator),South Africa,703652809,Start
728,Paul Southwell,Saint Kitts and Nevis,703666654,Start
729,Zheng Chenggong,China,703693244,Stub
730,Manuel Guillermo Pinto,Argentina,703707383,Stub
731,Mohlabi Tsekoa,Lesotho,703719281,Start
732,Jorge de Melo,Portugal,703721936,Stub
733,Giuseppe Arzilli,San Marino,703726449,Stub
734,Roberto Raschi,San Marino,703726461,Stub
735,Huo Guang,China,703759447,C
736,Gomez das Mariñas,Spain,703773782,NotFound
737,Petrus Compton,Saint Lucian,703819839,Stub
738,Ernest Ako,Ghana,703821686,Stub
739,Fritz Theilen,Germany,703857757,Stub
740,Juho Niukkanen,Finland,703874973,Stub
741,Alexander Creighton Arthur,New Zealand,703875077,Stub
742,Abebe Aregai,Ethiopia,703915721,B
743,Andriy Chornovil,Ukraine,703922417,Stub
744,Max Binder,Switzerland,703925527,Stub
745,Khin Htay Kywe,Myanmar,703937309,Stub
746,Myint Aung (MP),Myanmar,703937386,Stub
747,Paul-Marie Yembit,Gabon,704000120,Stub
748,Jacques Germeaux,Belgium,704001951,Stub
749,Anthony Daly (Whiteboy),Ireland,704004670,Stub
750,Santos Acosta,Colombia,704010140,Start
751,Constantin Dăscălescu,Romania,704039294,Stub
752,Gheorghe Pop de Băsești,Romania,704047959,Stub
753,Henry Ajomale,Nigeria,704094181,Stub
754,Robert Melville Smith,Canada,704136762,Stub
755,Kolapo Ishola,Nigeria,704235837,Start
756,Batarah Shah Tengah,Philippines,704358444,C
757,Sita Subedi,Nepal,704369545,Stub
758,Jan Malypetr,Czech Republic,704424304,Stub
759,Víctor Olea Alegría,Chile,704428239,Stub
760,Kazimierz Krasiński,Poland,704438564,Stub
761,Théophile Aube,France,704438953,Stub
762,Jean Marie Antoine de Lanessan,France,704451065,Start
763,Stanisław Antoni Szczuka,Poland,704452023,Start
764,Karol Marcinkowski,Poland,704455431,Start
765,Louis-Lucien Klotz,France,704460602,Start
766,Mirosław Dzielski,Poland,704467987,Stub
767,Peter Tatár,Slovakia,704476712,Stub
768,Ali al-Haidari,Iraq,704491213,Stub
769,Myra Freeman,Canada,704516768,Start
770,Ewaryst Estkowski,Poland,704529226,Stub
771,Tytus Działyński,Poland,704529261,Start
772,Maksymilian Jackowski,Poland,704529371,Stub
773,Antoni Kraszewski,Poland,704529469,Stub
774,Ferdinand von Hansemann,Germany,704529565,Stub
775,Ludwik Mycielski,Poland,704529649,Stub
776,Andrzej Niegolewski,Poland,704529680,Stub
777,Władysław Niegolewski,Poland,704529707,Stub
778,Gustaw Potworowski,Poland,704529774,Stub
779,Piotr Wawrzyniak,Poland,704529947,Stub
780,Aniela Tułodziecka,Poland,704529983,Stub
781,Heinrich von Tiedemann,Germany,704530012,Stub
782,Roman Szymański,Poland,704530050,Stub
783,Florian Stablewski,Poland,704530111,Stub
784,Walenty Stefański,Poland,704530148,Stub
785,Karol Rzepecki,Poland,704530193,Stub
786,Edward Raczyński (1786–1845),Poland,704530253,Stub
787,Luis Eduardo Garzón,Colombia,704569851,Start
788,Lasse Wiklöf,Finland,704575541,Stub
789,Mōri Gorō,Japan,704596904,Stub
790,Magomed Omarov (politician),Russia,704597450,Start
791,Danilo Baroni,Argentina,704600764,Stub
792,Abdul Razak al-Hashimi,Iraq,704611447,Stub
793,Mario Monje,Bolivia,704636414,Stub
794,Thomas François Burgers,South African Republic,704636517,C
795,Sam Brown (Rastafari),Jamaica,704651379,Start
796,Nehro Mohammed,Iraq,704668476,Stub
797,Zhou Jiannan,China,704676106,Stub
798,Sten Wahlund,Sweden,704689916,Stub
799,Philip O. Emafo,Nigeria,704719275,Stub
800,Árni Sigfússon,Iceland,704744768,Stub
801,Pierre Mazeaud,France,704745155,Start
802,Amangeldy Muraliyev,Kyrgyzstan,704772645,Stub
803,Thomas Nimely,Liberia,704779585,Stub
804,Céleo Arias,Hondura,704789339,Stub
805,Karl Zell,Germany,704816808,Start
806,Pierre Muller,Switzerland,704830391,Stub
807,Jules Develle,France,704833506,Stub
808,Ferenc Münnich,Hungary,704859854,Start
809,Antal Dovcsák,Hungary,704860350,Stub
810,Irina Krohn,Finland,704866062,Stub
811,Oscar Alende,Argentina,704875463,Start
812,"Pedro de Alcántara Álvarez de Toledo, 13th Marquis of Villafranca",Spain,704888246,Stub
813,Uriel Yitzhaki,Israel,704893591,Stub
814,Mikhail Lapshin,Russia,704897187,Stub
815,Carl Edvard Rotwitt,Denmark,704906631,Stub
816,Christian Emil Krag-Juel-Vind-Frijs,Denmark,704909164,Stub
817,Ludvig Holstein-Holsteinborg,Denmark,704909244,Stub
818,Christen Andreas Fonnesbech,Denmark,704909670,Stub
819,Josefa Dimuri,Fiji,704914179,Start
820,Tage Reedtz-Thott,Denmark,704916318,Stub
821,Hugo Egmont Hørring,Denmark,704916375,Stub
822,Johan Henrik Deuntzer,Denmark,704917703,Stub
823,James Ah Koy,Samoan,704919844,B
824,Frode Sørensen (politician),Denmark,704929287,Stub
825,Pyotr Krasikov,Russia,704933176,Stub
826,Christian Ulrik Gyldenløve,Denmark,704936337,Stub
827,Zaur Ardzinba,Abkhazia,704938340,Start
828,Israel Pinheiro da Silva,Brazil,704954450,Stub
829,Germán Riesco,Chile,704966834,C
830,Władysław Stanisław Zamoyski,Poland,704971958,Stub
831,Roman Sołtyk,Poland,704981447,Stub
832,Muhammed Ibrahim al-Juraissey,Iraq,704981869,Stub
833,Peter Friederich,Switzerland,704987150,Stub
834,Augusto Farias,Brazil,705001594,Stub
835,George Durant,United Kingdom,705015595,Start
836,Antoni Jan Ostrowski,Poland,705017090,Start
837,Franciszek Ksawery Godebski,Poland,705038435,Stub
838,Jakov Nenadović,Serbia,705046546,Start
839,Šahbaz Džihanović,Bosnia-Herzegovina,705071250,Stub
840,Emanuel Moravec,Czech Republic,705080136,Start
841,Salih Usar,Cyprus,705088060,Stub
842,Silvije Degen,Croatia,705106158,Stub
843,Joan Coxsedge,Australia,705111781,Stub
844,Anatoly Bykov,Russia,705119502,Stub
845,Juan Luis Sanfuentes,Chile,705122808,Start
846,Roberto Lavagna,Argentina,705167083,C
847,António Pinto Soares,Costa Rica,705177330,Start
848,Vicente Lucio Salazar,Ecuador,705180584,Stub
849,Husein Hasanally Abdoolcader,Malaysia,705200309,Stub
850,Osman Ertuğ,Cyprus,705200468,Stub
851,Eşref Vaiz,Cyprus,705202080,Stub
852,Hüseyin Öztoprak,Cyprus,705202157,Stub
853,Alexander Filatov,Russia,705204037,Stub
854,Ginés González García,Argentina,705206510,Start
855,Birger Brosa,Sweden,705206616,Start
856,Niko Nawaikula,Fiji,705212313,Start
857,Charles Bellringer,New Zealand,705213504,Stub
858,Va'aelua Eti Alesana,Samoan,705218371,Start
859,Sidibe Korian Sidibe,Mali,705222873,Stub
860,Germán Ignacio Riesco,Chile,705226005,Stub
861,Max Maurenbrecher,Germany,705228603,Start
862,Patrick Raphael,South Sudan,705236060,Stub
863,Montserrat Gibert,Spain,705244503,Stub
864,Evelyn Shannon,Canada,705247791,Stub
865,Injimo Managreve,Fiji,705254033,Stub
866,Ihab el-Sherif,Egypt,705264062,Start
867,Tomasz Sołtyk,Poland,705267741,Stub
868,Ricardo Arias,Panama,705267817,Stub
869,José Ramón Guizado,Panama,705267832,Stub
870,Domingo Díaz Arosemena,Panama,705268153,Stub
871,Enrique Adolfo Jiménez,Panama,705268171,Start
872,Ezequiel Fernández,Panama,705268248,Stub
873,Ernesto Tisdel Lefevre,Panama,705268496,Stub
874,Pedro Antonio Díaz,Panama,705268522,Stub
875,Ciro Luis Urriola,Panama,705268536,Stub
876,Pablo Arosemena,Panama,705268645,Stub
877,Uguccione della Faggiuola,Italy,705272416,Stub
878,Fredrik Ström,Sweden,705274650,Start
879,Rudolf Brestel,Austria,705277835,Stub
880,Kazimierz Kierzkowski,Poland,705286745,Stub
881,Luis López de Mesa,Colombia,705288012,Stub
882,Gerardo Molina,Colombia,705288814,Stub
883,Torstein Dahle,Norway,705293831,Start
884,Steinunn Valdís Óskarsdóttir,Iceland,705301730,Stub
885,Antonio Berti (senator),Italy,705322126,Stub
886,Božidar Adžija,Croatia,705332341,Stub
887,Juan Francisco de Molina,Hondura,705346284,Stub
888,Felipe Neri Medina,Hondura,705346304,Stub
889,Mariano Garrigó,Hondura,705346378,Stub
890,José María Bustillo (Honduran),Hondura,705346396,Stub
891,Francisco Gómez (acting president),Hondura,705346462,Stub
892,Salvador Aguirre (Honduras),Hondura,705346724,Stub
893,Francisco Bográn,Hondura,705346741,Stub
894,Evaristo Rocha,Nicaragua,705346794,Stub
895,Joaquín del Cosío,Nicaragua,705346842,Stub
896,Tomás Valladares,Nicaragua,705346888,Stub
897,Juan de Dios Orozco,Nicaragua,705346938,Stub
898,Silvestre Selva,Nicaragua,705346996,Stub
899,José León Sandoval,Nicaragua,705347018,Stub
900,Toribio Terán,Nicaragua,705347032,Stub
901,Benito Rosales,Nicaragua,705347050,Stub
902,Norberto Ramírez,Nicaragua,705347079,Stub
903,Justo Abaunza,Nicaragua,705347109,Stub
904,Laureano Pineda,Nicaragua,705347141,Stub
905,José de Jesús Alfaro,Nicaragua,705347152,Stub
906,Fruto Chamorro,Nicaragua,705347173,Start
907,Tomás Martínez,Nicaragua,705347224,Stub
908,Fernando Guzmán Solórzano,Nicaragua,705347243,Stub
909,Pedro Joaquín Chamorro Alfaro,Nicaragua,705349064,Start
910,Joaquín Zavala,Nicaragua,705349092,Stub
911,Evaristo Carazo,Nicaragua,705349139,Stub
912,Nicolás Osorno,Nicaragua,705349167,Stub
913,Salvador Machado,Nicaragua,705349213,Stub
914,Manuel Vizcarra,Mexico,705353421,Stub
915,Fermín Palacios,Salvadoran,705353491,Stub
916,Eugenio Aguilar,Salvadoran,705353565,Stub
917,Tomás Medina,Salvadoran,705353584,Stub
918,Ramón Rodríguez (Salvadoran politician),Salvadoran,705353647,Stub
919,Vicente Gómez,Salvadoran,705353678,Stub
920,Lorenzo Zepeda,Salvadoran,705353843,Stub
921,José María Peralta,Salvadoran,705353896,Stub
922,Francisco Menéndez,Salvadoran,705353975,Stub
923,Pedro José Escalón,Salvadoran,705354095,Stub
924,Fernando Figueroa,Salvadoran,705354112,Stub
925,Carlos Meléndez (politician),Salvadoran,705354212,Stub
926,Ognjen Prica,Croatia,705360501,Start
927,Otokar Keršovani,Croatia,705360606,Start
928,Rafael Carvajal,Ecuador,705361515,Stub
929,Rafael Pólit,Ecuador,705361631,Stub
930,Gonzalo Córdova,Ecuador,705361890,Stub
931,Alberto Guerrero Martínez,Ecuador,705361977,Stub
932,Andrés Córdova,Ecuador,705362182,Stub
933,Ramón Castro Jijón,Ecuador,705362274,Stub
934,Manuel Antonio Ortiz,Paraguay,705363525,Stub
935,Carlos Loizaga,Paraguay,705363610,Stub
936,José Díaz de Bedoya,Paraguay,705363657,Stub
937,Patricio Escobar,Paraguay,705363872,Start
938,Juan Gualberto González,Paraguay,705363891,Start
939,Baron Alexander von Bach,Austria,705369652,Start
940,Jaime Zea,Peru,705381218,Stub
941,Georg Bernhard Bilfinger,Germany,705383874,Start
942,Fabio Castillo Figueroa,Salvadoran,705385310,Stub
943,George Little (Manitoba politician),Canada,705386024,Stub
944,Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",705390654,Stub
945,Landing Badji,Senegal,705395252,Stub
946,Omar Gassama,Gambia,705395257,Stub
947,Krešimir Ćosić (politician),Croatia,705397692,Stub
948,Manuel Mora,Costa Rica,705402311,Stub
949,François Biltgen,Luxembourg,705409866,Start
950,An Chang-ryon,"Korea, South",705419921,Stub
951,An Myong-ok,"Korea, South",705420162,Stub
